,bib,name,team,category,rank,nationality,time,stGer,conta,balme,crxBon,chap,seign,combal,mtFav,checr,courm,bert,bonat,arnuv,ferret,fouly,champ,bovine,trient,catog,vallo,teteVnt,fleg,cham,timediff
1464,346,MAURICI Jean Paul,,V1H,1465,,,10605.0,16589.0,22179.0,27694.0,30790.0,39154.0,41758.0,45828.0,48202.0,50511.0,57114.0,62104.0,66029.0,71993.0,77633.0,88357.0,,,,,,,,
1465,3467,ANDRAUD Philippe,,V1H,1466,,,11066.0,16646.0,23122.0,28986.0,31997.0,40644.0,43312.0,47088.0,49365.0,52009.0,59889.0,64916.0,68400.0,74434.0,79916.0,89667.0,,,,,,,,
1466,347,LARSSON Per-Erik,,V1H,1467,,,9924.0,15536.0,20961.0,26041.0,28586.0,36808.0,39801.0,43891.0,45903.0,48198.0,55994.0,61973.0,65967.0,71234.0,77526.0,89887.0,,,,,,,,
1467,3076,MAVRIKIOS Christos,,SEH,1468,,,8040.0,12584.0,17354.0,22378.0,25367.0,33266.0,36598.0,40327.0,43108.0,45518.0,53992.0,59074.0,63183.0,68771.0,76645.0,90027.0,,,,,,,,
1468,2907,HODGSON Philip,,V2H,1469,,,9596.0,15559.0,21737.0,27034.0,30162.0,38672.0,41388.0,45535.0,47831.0,50367.0,57004.0,62387.0,66067.0,71413.0,77498.0,88602.0,,,,,,,,
1469,3255,BOCHET Olivier,,V1H,1470,,,10615.0,16347.0,22280.0,28089.0,31360.0,40061.0,42928.0,46955.0,49444.0,52255.0,59300.0,64624.0,68243.0,73982.0,80233.0,92096.0,,,,,,,,
1470,3835,HAM Nick,,V1H,1471,,,11233.0,17031.0,22488.0,28251.0,32228.0,40571.0,43247.0,47432.0,49625.0,52277.0,59108.0,64221.0,67724.0,73684.0,80499.0,92559.0,,,,,,,,
1471,3970,HERMANT Philippe,,V1H,1472,,,10464.0,15778.0,21550.0,27146.0,30630.0,39044.0,42087.0,46036.0,48807.0,51892.0,58957.0,65565.0,69499.0,74685.0,81818.0,92624.0,,,,,,,,
1472,2902,MATHOT Jean-Francois,,V1H,1473,,,10594.0,16440.0,21968.0,27507.0,30894.0,38591.0,41210.0,44594.0,47163.0,50070.0,57971.0,63223.0,66978.0,72295.0,79380.0,92862.0,,,,,,,,
1473,2056,ANTHOINE Pascal,,V1H,1474,,,10530.0,16115.0,21528.0,27208.0,30182.0,39116.0,41777.0,45934.0,48363.0,50902.0,58987.0,64351.0,68282.0,74737.0,80868.0,93202.0,,,,,,,,
1474,480,CASTELLINO Alberto,,V1H,1475,,,9118.0,14599.0,19995.0,25527.0,28309.0,36712.0,39216.0,43689.0,46221.0,49013.0,56687.0,61909.0,65716.0,71814.0,78432.0,93286.0,,,,,,,,
1475,2425,BATTIG Rene,,V2H,1476,,,10263.0,16165.0,21645.0,27154.0,30385.0,38489.0,41235.0,44986.0,47335.0,50007.0,58476.0,64302.0,68273.0,74325.0,81397.0,93890.0,,,,,,,,
1476,2087,PEREZ STEPHANE,,SEH,1477,,,8894.0,13902.0,19903.0,25889.0,29433.0,38015.0,40628.0,44712.0,46822.0,49006.0,56506.0,62682.0,66465.0,72396.0,79517.0,95153.0,,,,,,,,
1477,2637,ZUMIANI Riccardo,,SEH,1478,,,12009.0,18584.0,24799.0,30657.0,34409.0,43877.0,46171.0,50071.0,52720.0,55328.0,63884.0,69226.0,73041.0,78465.0,84754.0,95289.0,,,,,,,,
1478,3710,LOUPS Philippe,,SEH,1479,,,8672.0,13692.0,20608.0,25906.0,29055.0,38521.0,41363.0,46028.0,48520.0,51118.0,60791.0,65979.0,70118.0,76013.0,82644.0,95418.0,,,,,,,,
1479,3257,INNOCENTI Pierre,,V2H,1480,,,10799.0,17395.0,23386.0,29410.0,33238.0,42277.0,45049.0,50016.0,53224.0,56736.0,62321.0,67724.0,71953.0,77747.0,83587.0,95543.0,,,,,,,,
1480,2871,CIERCO GARRIDO Carlos,,SEH,1481,,,11826.0,18670.0,24702.0,30906.0,34808.0,43926.0,46465.0,50976.0,53618.0,56411.0,62020.0,67195.0,71699.0,77184.0,84103.0,96296.0,,,,,,,,
1481,392,MELET Xavier,,V2H,1482,,,10538.0,16903.0,22884.0,29111.0,32464.0,41329.0,44451.0,48803.0,52734.0,54462.0,61993.0,67600.0,71338.0,77208.0,84306.0,97322.0,,,,,,,,
1482,3222,BUISAN bernard,,V2H,1483,,,11740.0,17909.0,24123.0,30192.0,33616.0,42446.0,45230.0,49488.0,52321.0,55419.0,63422.0,68881.0,73440.0,79390.0,85910.0,98866.0,,,,,,,,
1483,3231,QUERE Jean-Yves,,V2H,1484,,,10632.0,16494.0,22421.0,28118.0,31894.0,40029.0,42758.0,46893.0,49490.0,52908.0,61513.0,67558.0,71555.0,77329.0,84640.0,97647.0,,,,,,,,
1484,3175,LAVAIL Thierry,,V1H,1485,,,9763.0,15556.0,21942.0,27592.0,30758.0,40993.0,43255.0,46973.0,49362.0,52189.0,62413.0,67489.0,71653.0,77444.0,84304.0,100589.0,,,,,,,,
1485,3063,DIDO Fabrizio,,V1H,1486,,,12205.0,18733.0,25065.0,31575.0,35388.0,44369.0,46884.0,51335.0,53846.0,56727.0,63926.0,70179.0,74554.0,80140.0,87971.0,101523.0,,,,,,,,
1486,3246,SCHWARZ Hubert,,SEH,1487,,,12036.0,18335.0,24561.0,30899.0,34377.0,43402.0,46168.0,50546.0,53475.0,56310.0,64703.0,70861.0,75409.0,81767.0,88694.0,101674.0,,,,,,,,
1487,2117,PERIER Michel,,V2H,1488,,,10140.0,15965.0,22446.0,29182.0,32865.0,42776.0,45575.0,50278.0,53256.0,56323.0,64442.0,70838.0,75446.0,82521.0,88881.0,102831.0,,,,,,,,
1488,2593,GARASA MAYAYO Sergio,,V1H,1489,,,10250.0,16496.0,23436.0,29826.0,33544.0,43277.0,46089.0,50755.0,53646.0,56726.0,66013.0,72354.0,76761.0,83217.0,90191.0,102866.0,,,,,,,,
1489,2124,SOULAYROL Benedicte,,V1F,1490,,,10601.0,16776.0,24002.0,30271.0,34175.0,43880.0,46979.0,51755.0,54645.0,57347.0,65324.0,71280.0,76056.0,82403.0,89061.0,104004.0,,,,,,,,
1490,2176,LEPORINI Paul,,V2H,1491,,,10601.0,16776.0,23998.0,30274.0,34176.0,43798.0,46977.0,51757.0,54647.0,57348.0,65327.0,71283.0,76056.0,82406.0,89061.0,104012.0,,,,,,,,
1491,947,RUNDSTADLER Laurent,,V1H,1492,,,11412.0,17787.0,24243.0,30927.0,34592.0,44598.0,48955.0,53773.0,56784.0,59495.0,70056.0,76850.0,81348.0,87367.0,94489.0,105426.0,,,,,,,,
1492,3749,LE GOUHINEC Lionel,,SEH,1493,,,11293.0,17645.0,23949.0,29920.0,33638.0,43989.0,47469.0,52545.0,55657.0,58613.0,67936.0,73917.0,78263.0,84427.0,91855.0,105621.0,,,,,,,,
1493,1125,STEIMER Jürgen,,V1H,1494,,,12643.0,19500.0,26130.0,32198.0,35744.0,44735.0,47466.0,52490.0,55217.0,58555.0,66811.0,72842.0,77741.0,83868.0,91405.0,105207.0,,,,,,,,
1494,774,ARAUJO Albin,,V2H,1495,,,12313.0,18520.0,25444.0,32139.0,36129.0,45610.0,48522.0,53442.0,56273.0,58959.0,68204.0,74175.0,78738.0,84022.0,90585.0,107159.0,,,,,,,,
1495,3167,SCANAVINO Isacco,,SEH,1496,,,12977.0,20014.0,27017.0,33585.0,37583.0,47598.0,50553.0,55614.0,58651.0,61858.0,70077.0,76370.0,81332.0,88693.0,96353.0,107896.0,,,,,,,,
1496,2604,LE LAN Stephane,,SEH,1497,,,12059.0,18369.0,24603.0,31002.0,34814.0,45481.0,48475.0,54061.0,57285.0,60434.0,69180.0,75734.0,80268.0,87218.0,94468.0,107913.0,,,,,,,,
1497,3771,PRETINI Remo,,V1H,1498,,,11401.0,17645.0,24447.0,31877.0,35243.0,50480.0,47689.0,52528.0,55227.0,57877.0,66908.0,72845.0,,85837.0,92006.0,108396.0,,,,,,,,
1498,2185,GONCALVES Miguel,,SEH,1499,,,11193.0,17378.0,25026.0,30529.0,34259.0,43920.0,46932.0,51160.0,55111.0,58468.0,69965.0,76040.0,80341.0,86189.0,94569.0,108719.0,,,,,,,,
1499,2452,HAUDEGOND Bertrand,,V1H,1499,,,11011.0,17220.0,23075.0,29109.0,32184.0,41501.0,44256.0,48839.0,51834.0,54581.0,61961.0,68491.0,73017.0,81357.0,90028.0,108719.0,,,,,,,,
1500,3597,LACAGNE Hervé,,V1H,1499,,,10785.0,16734.0,22810.0,28478.0,32338.0,41448.0,45045.0,49435.0,52995.0,56327.0,62889.0,69473.0,74614.0,80174.0,88639.0,101454.0,,,,,,,,
1501,3158,FRAGNER Frederic,,V1H,1502,,,9578.0,14823.0,19757.0,25232.0,27923.0,36218.0,38572.0,42719.0,45398.0,47731.0,55403.0,60990.0,64832.0,70802.0,78815.0,92241.0,,,,,,,,
1502,2211,PORTE Jean Claude,,V1H,1503,,,12137.0,18466.0,25294.0,31715.0,34884.0,43606.0,45910.0,49786.0,51996.0,55023.0,62456.0,71642.0,,82781.0,89756.0,109156.0,,,,,,,,
1503,3495,GASNIER Stephane,,SEH,1504,,,11192.0,17921.0,25226.0,31851.0,35477.0,45455.0,48346.0,53529.0,56199.0,59095.0,69994.0,76488.0,80596.0,87745.0,95500.0,110155.0,,,,,,,,
1504,2713,RAHIER David,,SEH,1505,,,12598.0,19386.0,26273.0,32825.0,36807.0,46593.0,49363.0,54603.0,57740.0,61351.0,70374.0,77132.0,81984.0,89545.0,96492.0,110338.0,,,,,,,,
1505,3663,GASSELIN Alain,,SEH,1506,,,10136.0,15435.0,21127.0,26589.0,29716.0,38388.0,40922.0,44852.0,47315.0,49731.0,63439.0,68906.0,72648.0,79202.0,86101.0,96782.0,,,,,,,,
1506,2630,DALLA COSTA Francoise,,V2F,1507,,,10969.0,16880.0,22880.0,28935.0,32827.0,42096.0,45054.0,49775.0,52400.0,55710.0,64110.0,70729.0,74985.0,81486.0,90317.0,111087.0,,,,,,,,
1507,1053,SANSAC Jean-Yves,,V1H,1508,,,11414.0,18148.0,27030.0,34051.0,37447.0,47852.0,,55620.0,57738.0,60246.0,70664.0,77169.0,81374.0,87859.0,96318.0,111224.0,,,,,,,,
1508,2875,MAGNENET Denis,,V2H,1509,,,12709.0,19025.0,25043.0,30961.0,34775.0,43835.0,46458.0,51005.0,53610.0,56369.0,64910.0,70092.0,73858.0,80352.0,88010.0,111377.0,,,,,,,,
1509,3130,MAILLET Nathalie,,V1F,1510,,,11376.0,18102.0,25070.0,31897.0,35889.0,45519.0,48575.0,53439.0,56594.0,60037.0,70293.0,76601.0,81211.0,87684.0,96225.0,111586.0,,,,,,,,
1510,2712,AVANZINI Jean-Paul,,V1H,1511,,,11354.0,17286.0,23759.0,30026.0,33861.0,42365.0,46804.0,51344.0,55383.0,58938.0,68967.0,75947.0,81312.0,90196.0,98750.0,111585.0,,,,,,,,
1511,2522,FAVEY Sébastien,,SEH,1512,,,12107.0,19310.0,27285.0,33970.0,37924.0,47875.0,50834.0,56609.0,59365.0,62445.0,71004.0,78163.0,82836.0,89077.0,96265.0,111771.0,,,,,,,,
1512,2518,FAVEY Sidonie,,SEF,1513,,,12106.0,19311.0,27283.0,33967.0,37920.0,47873.0,50836.0,56605.0,59363.0,62444.0,71001.0,78159.0,82831.0,89074.0,96259.0,111770.0,,,,,,,,
1513,3250,CAILLOL Alain,,V3H,1514,,,12927.0,19974.0,26879.0,34162.0,38871.0,48483.0,51745.0,56506.0,59799.0,63161.0,71694.0,78323.0,82391.0,90029.0,99557.0,112791.0,,,,,,,,
1514,3620,DUQUESNOY Eric,,V1H,1515,,,12322.0,19062.0,26265.0,32814.0,37194.0,46053.0,48684.0,53456.0,56576.0,59307.0,68400.0,74683.0,79618.0,86194.0,93142.0,111163.0,,,,,,,,
1515,479,FINISTRE Gerard,,V3H,1516,,,9575.0,15120.0,21293.0,27476.0,30679.0,40238.0,43145.0,48862.0,51780.0,55086.0,65638.0,76202.0,80273.0,88320.0,96245.0,113795.0,,,,,,,,
1516,2437,GAUTIER Jean-Philippe,,SEH,1517,,,11171.0,16747.0,22722.0,28385.0,31366.0,41270.0,44078.0,55534.0,58469.0,61738.0,70783.0,76605.0,81835.0,89209.0,96345.0,113799.0,,,,,,,,
1517,3235,MATHURIN Patrick,,SEH,1518,,,13144.0,20257.0,27145.0,34358.0,39077.0,48788.0,51773.0,56733.0,60250.0,64141.0,71491.0,78180.0,83304.0,90341.0,98516.0,114065.0,,,,,,,,
1518,3716,OKAMURA Takayo,,SEF,1519,,,13087.0,20170.0,27252.0,34088.0,38619.0,48307.0,51564.0,56417.0,59502.0,63093.0,70553.0,77059.0,81788.0,88443.0,96600.0,114366.0,,,,,,,,
1519,2685,VILCOT Denis,,V1H,1520,,,12550.0,19218.0,26916.0,33719.0,37444.0,47497.0,50672.0,55588.0,58544.0,62214.0,70922.0,78255.0,82852.0,89491.0,97864.0,114437.0,,,,,,,,
1520,3173,COLAS Thierry,,V1H,1520,,,12397.0,19043.0,26651.0,34063.0,38463.0,48226.0,51094.0,57187.0,59887.0,63133.0,71521.0,78218.0,82855.0,89598.0,97989.0,114437.0,,,,,,,,
1521,3149,STENGER Alain,,V2H,1522,,,11991.0,18854.0,24981.0,32177.0,36933.0,46605.0,49651.0,54675.0,57603.0,61134.0,69908.0,77142.0,81783.0,88479.0,96892.0,114609.0,,,,,,,,
1522,2265,HURON Guillaume,,V1H,1523,,,12707.0,19601.0,26725.0,38035.0,41522.0,50783.0,54132.0,59230.0,62369.0,66147.0,74185.0,80862.0,85292.0,92214.0,100668.0,114979.0,,,,,,,,
1523,2421,GIBBINS Nicholas,,SEH,1524,,,12006.0,18420.0,25549.0,32709.0,36972.0,47112.0,50486.0,55324.0,57827.0,61193.0,70395.0,79039.0,84250.0,91068.0,98441.0,115200.0,,,,,,,,
1524,2788,O'GRADY Henry,,SEH,1525,,,13302.0,20258.0,27284.0,34024.0,38949.0,48070.0,51222.0,56490.0,59745.0,64088.0,73094.0,79448.0,83998.0,91358.0,102061.0,115206.0,,,,,,,,
1525,3399,EGUCHI Mitsuhiro,,V2H,1526,,,12290.0,18348.0,24401.0,31031.0,34044.0,44656.0,47644.0,53308.0,57384.0,60992.0,70634.0,78510.0,84280.0,91394.0,99203.0,113586.0,,,,,,,,
1526,2802,HASHIKATA Tsuneo,,V2H,1527,,,13537.0,20829.0,28474.0,36192.0,41069.0,49873.0,52862.0,57838.0,60878.0,64868.0,72319.0,79273.0,84445.0,91202.0,99564.0,116220.0,,,,,,,,
1527,2526,MICHEL Thierry,,V1H,1528,,,12746.0,20067.0,27743.0,34867.0,39573.0,49870.0,52985.0,58118.0,61601.0,64683.0,72975.0,79795.0,84111.0,91270.0,99521.0,115852.0,,,,,,,,
1528,4044,CONTE Yoann,,SEH,1529,,,11819.0,19200.0,26365.0,31789.0,35359.0,44487.0,47548.0,52345.0,55483.0,58320.0,67320.0,74845.0,80692.0,87926.0,97324.0,115855.0,,,,,,,,
1529,3138,HERAULT Xavier,,V1H,1530,,,11687.0,18334.0,25519.0,32546.0,36389.0,45886.0,48731.0,53788.0,57221.0,61146.0,71810.0,79251.0,83717.0,89944.0,99160.0,116470.0,,,,,,,,
1530,2787,REUNGOAT Gerard,,V1H,1531,,,11486.0,18639.0,26492.0,33628.0,37630.0,47984.0,50521.0,56483.0,59370.0,62757.0,72682.0,79026.0,83957.0,92102.0,100728.0,116486.0,,,,,,,,
1531,3182,LOURAICHI Steeve,,SEH,1532,,,11868.0,19036.0,27060.0,34501.0,39221.0,50875.0,54102.0,59143.0,62413.0,66201.0,74100.0,81259.0,85195.0,91854.0,100560.0,116470.0,,,,,,,,
1532,3039,HARTWELL Jimmy,,V1H,1533,,,12767.0,20224.0,27595.0,34623.0,39041.0,49061.0,52106.0,57125.0,60255.0,63223.0,72171.0,79657.0,85558.0,91146.0,102140.0,116470.0,,,,,,,,
1533,3741,LE GALL Claude,,V1H,1534,,,12375.0,19730.0,27050.0,34069.0,38932.0,48923.0,52095.0,57169.0,59702.0,62724.0,71573.0,77917.0,82809.0,89390.0,96792.0,111759.0,,,,,,,,
1534,4023,VALGRESY Serge,,V1H,1535,,,11162.0,18518.0,26481.0,33796.0,38121.0,49837.0,52453.0,57533.0,60312.0,63596.0,73975.0,80923.0,85082.0,92680.0,101569.0,115997.0,,,,,,,,
1535,3237,FERRER Bernard,,SEH,1536,,,11347.0,17903.0,24140.0,31987.0,36037.0,45168.0,48159.0,53102.0,56230.0,59502.0,66637.0,74542.0,79448.0,87459.0,96894.0,116483.0,,,,,,,,
1536,2977,THAILLY Laurent,,SEH,1537,,,12589.0,19541.0,26160.0,33509.0,37687.0,47417.0,50537.0,55155.0,57922.0,61261.0,68264.0,74313.0,78627.0,84249.0,91672.0,105032.0,,,,,,,,
1537,2222,GERARDIN Jean,,V2H,1538,,,9582.0,14862.0,20044.0,25160.0,27906.0,35333.0,38332.0,42296.0,44549.0,46708.0,54039.0,59171.0,62636.0,67798.0,74258.0,,,,,,,,,
1538,222,RICHARD Fabien,,V1H,1539,,,10585.0,16301.0,21271.0,26489.0,29364.0,37829.0,40184.0,44138.0,46076.0,48220.0,,,,,,,,,,,,,,
1539,3949,PACHE Jean Claude,,V1H,1540,,,7435.0,11403.0,15744.0,20299.0,22297.0,29698.0,31850.0,35168.0,37044.0,38912.0,44523.0,49554.0,52671.0,57121.0,61427.0,,,,,,,,,
1540,2632,DIEVAL Christophe,,V1H,1541,,,8131.0,12456.0,17156.0,22004.0,24441.0,31098.0,33179.0,36460.0,38510.0,40747.0,46637.0,50851.0,53837.0,58390.0,64358.0,,,,,,,,,
1541,16,CHALLIER Jerome,,V1H,1542,,,7245.0,11099.0,15048.0,18846.0,20735.0,27310.0,28924.0,31885.0,33764.0,35681.0,40356.0,46334.0,51820.0,58474.0,65651.0,,,,,,,,,
1542,2434,GIBAUD patrice,,V1H,1543,,,7764.0,12013.0,16445.0,21129.0,23615.0,30409.0,32462.0,36052.0,39229.0,41403.0,47533.0,53524.0,56164.0,61478.0,67911.0,,,,,,,,,
1543,3239,GOBERT Maud,,SEF,1544,,,7960.0,12278.0,16659.0,21394.0,23810.0,31340.0,33857.0,38275.0,40694.0,43234.0,48850.0,53319.0,56257.0,62031.0,67987.0,,,,,,,,,
1544,2183,WATANABE Chiharu,,V1H,1545,,,8363.0,12786.0,16911.0,21298.0,23641.0,30375.0,32404.0,35615.0,37624.0,39917.0,45216.0,49447.0,52571.0,57236.0,62003.0,,,,,,,,,
1545,2985,ELINDER Fredrik,,V1H,1546,,,8971.0,13370.0,17850.0,22769.0,25833.0,33394.0,36373.0,39916.0,42627.0,45417.0,50821.0,55663.0,59377.0,64147.0,71313.0,,,,,,,,,
1546,205,DUFUS Fabrice,,SEH,1547,,,9721.0,14882.0,19707.0,24780.0,27361.0,34908.0,37435.0,41067.0,43418.0,45790.0,53084.0,57477.0,60530.0,65094.0,71645.0,,,,,,,,,
1547,3765,LANNELONGUE Frederic,,V1H,1548,,,10333.0,15326.0,20548.0,25652.0,27870.0,35917.0,37855.0,41731.0,43622.0,45758.0,52590.0,57063.0,59793.0,65702.0,71709.0,,,,,,,,,
1548,3831,BONNIN Arnauld,,SEH,1549,,,8862.0,13401.0,18179.0,22707.0,25275.0,32558.0,34612.0,38604.0,40861.0,43273.0,49965.0,54763.0,58536.0,64219.0,72125.0,,,,,,,,,
1549,2609,DE SANTIAGO IGLESIAS Luis Angel,,V1H,1550,,,9210.0,14487.0,19633.0,25183.0,28062.0,35452.0,37780.0,41773.0,44186.0,46807.0,52259.0,57033.0,60643.0,65978.0,74384.0,,,,,,,,,
1550,2892,GINHOUX Jean-Luc,,V1H,1551,,,10141.0,15336.0,20202.0,24976.0,27600.0,34661.0,37010.0,41060.0,43436.0,45712.0,51769.0,56142.0,59579.0,66664.0,75442.0,,,,,,,,,
1551,2665,DAVID Yvan,,SEH,1552,,,9246.0,14497.0,19909.0,25682.0,28178.0,36450.0,38649.0,42451.0,44832.0,47208.0,53939.0,58867.0,62361.0,68146.0,75443.0,,,,,,,,,
1552,2657,ALEX Pau,,SEH,1553,,,9237.0,14619.0,20163.0,25151.0,27766.0,35777.0,38430.0,42524.0,44670.0,46725.0,54220.0,58703.0,62143.0,67083.0,75510.0,,,,,,,,,
1553,170,DOULAT Christophe,,V1H,1554,,,8080.0,13120.0,18417.0,23304.0,26253.0,33712.0,36697.0,41093.0,44025.0,46747.0,52705.0,58492.0,63064.0,67840.0,75727.0,,,,,,,,,
1554,3278,GUILLOT Patrick,,SEH,1555,,,8686.0,13354.0,18261.0,23610.0,26254.0,34046.0,36293.0,40302.0,42568.0,45018.0,52110.0,56416.0,59438.0,65883.0,74158.0,,,,,,,,,
1555,3546,AFSHAR Dan,,SEH,1556,,,8576.0,13334.0,18183.0,23353.0,26160.0,34091.0,36903.0,40645.0,43139.0,45695.0,52249.0,58658.0,62355.0,68374.0,77292.0,,,,,,,,,
1556,3205,BOUCHET Sébastien,,SEH,1557,,,10148.0,15469.0,20389.0,25142.0,27602.0,34993.0,37337.0,40881.0,43222.0,45469.0,50754.0,55331.0,58622.0,63710.0,74147.0,,,,,,,,,
1557,126,FERENCAK Ivan,,SEH,1558,,,8845.0,14273.0,19571.0,24140.0,26740.0,34005.0,36516.0,40773.0,43565.0,46101.0,53060.0,59946.0,63520.0,68746.0,77628.0,,,,,,,,,
1558,195,HUBERT Matthieu,,SEH,1559,,,8616.0,13539.0,18870.0,24048.0,26521.0,34568.0,36873.0,40871.0,42776.0,44923.0,51507.0,56047.0,59661.0,65872.0,75347.0,,,,,,,,,
1559,712,ORELLI Jean-Marc,,V2H,1560,,,9454.0,15168.0,20385.0,25932.0,28893.0,36651.0,39745.0,43692.0,46226.0,48743.0,55614.0,60926.0,64596.0,70038.0,76825.0,,,,,,,,,
1560,926,NICASTRI Philippe,,V1H,1561,,,9236.0,14789.0,20393.0,25958.0,28764.0,37165.0,39617.0,43679.0,45972.0,48598.0,56801.0,61655.0,65142.0,72094.0,78378.0,,,,,,,,,
1561,818,BOHY Pascal,,V1H,1562,,,9743.0,15096.0,20790.0,26032.0,28774.0,37560.0,40207.0,44246.0,46752.0,49154.0,58665.0,63730.0,67359.0,73341.0,79152.0,,,,,,,,,
1562,3899,SACCARDO Carlo,,V2H,1563,,,10142.0,15580.0,21473.0,27127.0,30045.0,37557.0,40082.0,44134.0,46533.0,48918.0,54848.0,60914.0,65927.0,71940.0,79190.0,,,,,,,,,
1563,219,REBISCHUNG Raymond,,V3H,1564,,,10349.0,15877.0,21233.0,26689.0,29635.0,37757.0,40349.0,44431.0,46859.0,49584.0,55630.0,61036.0,64836.0,70879.0,79235.0,,,,,,,,,
1564,3559,MEYER Jean Marc,,V2H,1565,,,9929.0,15445.0,20721.0,25820.0,28603.0,,39222.0,43102.0,45644.0,47967.0,55806.0,60728.0,65409.0,72751.0,79540.0,,,,,,,,,
1565,3929,CABRERA HERNANDEZ Carlos Javier,,SEH,1566,,,9131.0,14503.0,20324.0,25507.0,28134.0,36012.0,38910.0,43252.0,45891.0,48356.0,55923.0,60599.0,64078.0,69623.0,80262.0,,,,,,,,,
1566,689,CLOT Guillaume,,V1H,1567,,,9600.0,15031.0,21146.0,26683.0,29884.0,38123.0,40821.0,44958.0,47238.0,49767.0,56536.0,61726.0,66278.0,72749.0,79332.0,,,,,,,,,
1567,2965,VISINTIN Lorenza,,V1F,1568,,,9577.0,15056.0,20400.0,26247.0,29001.0,37187.0,39997.0,44466.0,46444.0,48603.0,55329.0,60500.0,64525.0,72140.0,81249.0,,,,,,,,,
1568,3877,THINE Claude,,V1H,1569,,,10891.0,16890.0,22726.0,28485.0,32218.0,40621.0,43492.0,47689.0,50391.0,53451.0,59635.0,64966.0,69037.0,74334.0,81393.0,,,,,,,,,
1569,305,CARTON Hubert,,V2H,1570,,,9722.0,15356.0,21749.0,27253.0,30296.0,39115.0,41624.0,46529.0,48949.0,51485.0,59598.0,64494.0,68121.0,74366.0,81404.0,,,,,,,,,
1570,4048,PERICOU Didier,,V1H,1571,,,10310.0,15908.0,21487.0,26834.0,29646.0,38384.0,41613.0,45396.0,47931.0,50686.0,58487.0,63727.0,68033.0,73558.0,81461.0,,,,,,,,,
1571,655,BON Thierry,,V1H,1572,,,10263.0,15570.0,20684.0,25912.0,28628.0,36995.0,39406.0,43297.0,45589.0,47863.0,56514.0,61472.0,66630.0,72736.0,81462.0,,,,,,,,,
1572,2588,BALAGUE Bernard,,V1H,1573,,,9967.0,15370.0,20213.0,26230.0,29061.0,38694.0,41791.0,46591.0,48915.0,51172.0,58735.0,65347.0,69203.0,75320.0,81535.0,,,,,,,,,
1573,2865,PEDRAZZO Cesare,,SEH,1574,,,9639.0,15302.0,21170.0,26167.0,29021.0,37117.0,39709.0,43270.0,45930.0,48250.0,56611.0,61976.0,66578.0,72903.0,81854.0,,,,,,,,,
1574,551,VALERO BARRACHINA Sergio,,SEH,1575,,,10454.0,16156.0,21564.0,27178.0,30087.0,38095.0,40612.0,44887.0,47252.0,49589.0,56005.0,60679.0,63807.0,68868.0,74150.0,,,,,,,,,
1575,2523,RUFF Alain,,V1H,1576,,,9814.0,15110.0,19961.0,25025.0,27595.0,35325.0,38094.0,42396.0,48433.0,50485.0,57220.0,62101.0,65774.0,71291.0,82842.0,,,,,,,,,
1576,3785,MARMOLLE Frank,,SEH,1577,,,8841.0,13616.0,18382.0,22889.0,25343.0,32905.0,34860.0,38692.0,41158.0,43805.0,51698.0,56893.0,60589.0,71452.0,83037.0,,,,,,,,,
1577,3380,PASTEUR Eric,,V1H,1578,,,8115.0,12305.0,16816.0,22027.0,24951.0,32794.0,37051.0,42424.0,45392.0,48040.0,57591.0,62391.0,65784.0,72758.0,83096.0,,,,,,,,,
1578,454,FORMAZ Guy,,V4H,1579,,,12126.0,19417.0,26227.0,32681.0,36071.0,45017.0,47462.0,51142.0,53520.0,55916.0,62518.0,67970.0,71595.0,76976.0,82847.0,,,,,,,,,
1579,3615,DELERCE Daniel,,V1H,1580,,,9184.0,13928.0,20458.0,25495.0,28260.0,36279.0,38671.0,43579.0,45901.0,48232.0,56278.0,62239.0,66301.0,72755.0,83235.0,,,,,,,,,
1580,964,MANTA Roland,,V1H,1581,,,10351.0,16746.0,23254.0,29351.0,32715.0,41884.0,44467.0,48753.0,51233.0,53487.0,61027.0,66719.0,70590.0,76155.0,83502.0,,,,,,,,,
1581,2908,JAMBON Claude,,SEH,1582,,,9497.0,14547.0,19691.0,25096.0,27674.0,34980.0,37377.0,41115.0,43314.0,45616.0,54954.0,61492.0,72110.0,77436.0,83723.0,,,,,,,,,
1582,2575,AMAT Pierre,,V1H,1583,,,10439.0,16371.0,23115.0,29340.0,32835.0,41497.0,44416.0,48962.0,51542.0,54219.0,61184.0,66947.0,70893.0,77037.0,83720.0,,,,,,,,,
1583,3040,BAREYT Alain,,V3H,1584,,,10331.0,16159.0,22369.0,28145.0,31434.0,40018.0,42720.0,46834.0,49703.0,52179.0,60846.0,67293.0,71641.0,77591.0,84325.0,,,,,,,,,
1584,2403,GARE Frederic,,SEH,1585,,,11469.0,17809.0,23675.0,29525.0,32859.0,40861.0,43426.0,47813.0,50103.0,52703.0,60485.0,65472.0,69444.0,74415.0,81347.0,,,,,,,,,
1585,2726,BERRARD Jean-Christophe,,V1H,1586,,,9770.0,16213.0,22678.0,28140.0,30675.0,39982.0,42352.0,46626.0,48918.0,52579.0,58860.0,64499.0,68039.0,73840.0,79212.0,,,,,,,,,
1586,2591,FLORIAN Martin,,V2H,1587,,,10304.0,16290.0,23524.0,29834.0,33452.0,42121.0,44428.0,48350.0,51748.0,53679.0,59969.0,66445.0,70877.0,78468.0,84877.0,,,,,,,,,
