,bib,name,team,category,rank,nationality,time,Col de Voza,Les Contamines,La Balme,Les Chapieux CCAS,Col de la Seigne,Refuge Elisabetta,Arête Mont-Favre,Col Chécrouit - Maison Vieille,Courmayeur - Dolonne,Refuge Bertone,Refuge Bonatti,Arnuva,Grand Col Ferret,La Peulaz,La Fouly,Praz de Fort,Champex d'en Bas,Bovine,Trient,Les Tseppes,Vallorcine,Argentière,Chamonix - Arrivée,timediff
88,1590,FLOHIC Louis,ASVEL VILLEURBANNE,V2H,88,FR,113032.0,,9888.0,13845.0,21672.0,28516.0,30014.0,33839.0,36044.0,37974.0,44679.0,49321.0,53616.0,59234.0,60903.0,64224.0,68343.0,74707.0,84348.0,89414.0,93773.0,100197.0,105231.0,113032.0,36765.0
89,2393,GRANON Stéphan,,SEH,88,FR,113032.0,5890.0,10776.0,15010.0,22730.0,30360.0,31986.0,36612.0,39193.0,41195.0,49394.0,54072.0,57032.0,62131.0,63797.0,66518.0,71473.0,76592.0,85121.0,89980.0,94519.0,99651.0,104501.0,113032.0,36765.0
90,118,MORINO-ROS Sylvain,ASCEA VALDUC,V1H,91,FR,113172.0,6206.0,11213.0,15373.0,22856.0,30045.0,31888.0,36180.0,39009.0,41422.0,48899.0,53934.0,57527.0,63073.0,65079.0,68153.0,72368.0,77659.0,86573.0,91614.0,96093.0,101806.0,106407.0,113172.0,36905.0
91,1134,JEZO EMMANUEL,INTREPIDE ANGERS ATHLE,SEH,91,FR,113172.0,5699.0,10637.0,15098.0,23180.0,30978.0,32937.0,37246.0,39930.0,42544.0,49218.0,53607.0,57014.0,62105.0,64681.0,68425.0,72503.0,77667.0,86567.0,91675.0,95631.0,101902.0,106405.0,113172.0,36905.0
92,2286,COUDURIER Olivier,TEFAL,SEH,93,FR,113913.0,,9933.0,14601.0,22797.0,30714.0,32170.0,36620.0,39114.0,41546.0,48673.0,53443.0,56226.0,61451.0,63687.0,67349.0,71503.0,76723.0,85553.0,91011.0,96115.0,101564.0,106479.0,113913.0,37646.0
93,1769,JEANNIN René,,V2H,94,Fr,114178.0,,11370.0,16141.0,24758.0,32833.0,34656.0,38992.0,41343.0,43559.0,50025.0,54485.0,57570.0,62529.0,64411.0,67488.0,72376.0,78140.0,85968.0,90880.0,95694.0,101854.0,106902.0,114178.0,37911.0
94,154,UGHETTO Jean-Pierre,,V1H,95,FR,114389.0,,10571.0,15115.0,22892.0,30857.0,32597.0,37109.0,39524.0,41586.0,48169.0,53081.0,56220.0,61725.0,63418.0,66208.0,71151.0,77239.0,85314.0,90836.0,95237.0,101323.0,106868.0,114389.0,38122.0
95,112,DESPLANCHES Nicolas,,SEH,96,FR,114957.0,,11587.0,16535.0,24760.0,33031.0,34632.0,39245.0,41587.0,43607.0,50128.0,54363.0,57349.0,62844.0,64452.0,67698.0,72238.0,78724.0,87235.0,91765.0,96565.0,102701.0,107754.0,114957.0,38690.0
96,1525,DESPLANCHES Luc,,SEH,96,FR,114957.0,5618.0,10831.0,15691.0,22869.0,31026.0,32646.0,36888.0,39689.0,42089.0,49126.0,53952.0,57058.0,61823.0,63876.0,67153.0,72240.0,78727.0,87237.0,91758.0,96379.0,102704.0,107757.0,114957.0,38690.0
97,58,HOREAU Pierre,,SEH,98,FR,115324.0,,10243.0,14453.0,21580.0,28997.0,30674.0,34747.0,36945.0,39046.0,44896.0,49677.0,53030.0,58617.0,60566.0,63575.0,68327.0,75165.0,83002.0,88355.0,93245.0,100665.0,106372.0,115324.0,39057.0
98,1102,BALIZET Patrick,TRIATHLON MONTBELIARD,V1H,98,FR,115324.0,5394.0,9972.0,14290.0,21486.0,28658.0,30031.0,34265.0,36449.0,38603.0,46467.0,51262.0,54776.0,60913.0,62855.0,66246.0,70757.0,77218.0,86284.0,91260.0,97014.0,102800.0,109014.0,115324.0,39057.0
99,1339,OLIVIER Bruno,AC LISSES,V1H,98,FR,115324.0,,11457.0,16222.0,24680.0,32160.0,33969.0,38632.0,41185.0,43645.0,50250.0,54743.0,57942.0,63518.0,65267.0,68175.0,72694.0,78811.0,87414.0,91591.0,96522.0,102807.0,108657.0,115324.0,39057.0
100,1075,FEMINIER Eric,ALTITUDE 2000 (TASSIN),V1H,101,FR,115368.0,,9729.0,13585.0,21415.0,29208.0,30888.0,35450.0,38228.0,40895.0,49519.0,54019.0,57045.0,62527.0,64779.0,68262.0,72617.0,78330.0,89158.0,93563.0,97752.0,104633.0,108979.0,115368.0,39101.0
101,518,ZAFFARONI Marco,THE NORTH FACE - FRIESIAR TEAM,V1H,102,IT,115798.0,,12708.0,17725.0,26058.0,33682.0,35326.0,39662.0,42046.0,44260.0,52495.0,57200.0,60160.0,65007.0,66927.0,70150.0,75478.0,80988.0,89351.0,94306.0,99084.0,105119.0,110178.0,115798.0,39531.0
102,2161,DOIGNON Jean-Luc,,V2H,103,FR,115883.0,,10740.0,15667.0,23823.0,31250.0,32993.0,37633.0,40065.0,42457.0,50158.0,54856.0,57958.0,63156.0,64857.0,68532.0,72825.0,78473.0,87961.0,92972.0,97590.0,104228.0,108826.0,115883.0,39616.0
103,2534,MICHEL Vincent,CAVAL,V1H,104,FR,116109.0,7166.0,12854.0,17817.0,25799.0,33698.0,35422.0,40167.0,42508.0,44999.0,52163.0,56955.0,60174.0,65583.0,67596.0,71235.0,76053.0,82431.0,90925.0,95772.0,99847.0,105632.0,109847.0,116109.0,39842.0
104,2814,MOTSCH Mathieu,TC SCHWEINHOUSE,SEH,104,FR,116109.0,,12650.0,17721.0,26113.0,33928.0,35816.0,40601.0,43273.0,45806.0,51792.0,56397.0,59588.0,64410.0,66354.0,69761.0,74049.0,79428.0,87402.0,91696.0,96727.0,104812.0,109853.0,116109.0,39842.0
105,1804,MARMOLLE Frank,TRIATHL AIX,SEH,106,FR,116192.0,,11150.0,15786.0,22698.0,29986.0,31316.0,35098.0,37332.0,39612.0,46284.0,50692.0,53481.0,59114.0,60701.0,64573.0,68716.0,75520.0,86213.0,91308.0,96040.0,102436.0,108524.0,116192.0,39925.0
106,1876,WESSIAK Walter,ATV GRAZ,V3H,107,AT,116205.0,,11877.0,16592.0,24694.0,32271.0,34124.0,38143.0,40834.0,43258.0,49485.0,54021.0,57062.0,62011.0,63914.0,67166.0,72280.0,77703.0,85625.0,90524.0,96399.0,103551.0,109041.0,116205.0,39938.0
107,1520,CHENAIS Maurice,,V2H,108,FR,116535.0,,11734.0,15994.0,25094.0,32927.0,34812.0,39851.0,42466.0,44592.0,53262.0,57960.0,61239.0,66783.0,68596.0,71480.0,75516.0,80450.0,89552.0,95193.0,99113.0,106053.0,110194.0,116535.0,40268.0
108,2172,PRIGENT Yann,TEAM ENDURANCE SHOP,SEH,108,FR,116535.0,,9409.0,13443.0,20547.0,27317.0,28705.0,32622.0,34724.0,36635.0,45238.0,49833.0,52965.0,61806.0,72034.0,74488.0,78145.0,84315.0,91315.0,96246.0,100594.0,106416.0,110664.0,116535.0,40268.0
109,106,JUVENAL Magali,LES CHEVALIERS DU VENT,SEF,110,FR,116577.0,,11879.0,16547.0,24346.0,31932.0,33594.0,37967.0,40383.0,42582.0,49070.0,53817.0,57008.0,62265.0,64250.0,67733.0,72711.0,79033.0,87760.0,93157.0,98069.0,105142.0,110189.0,116577.0,40310.0
110,1616,MARCEL Rémy,,SEH,111,FR,116816.0,,12289.0,17225.0,24953.0,32841.0,34389.0,38864.0,41051.0,43242.0,51887.0,56604.0,60253.0,66641.0,68575.0,71798.0,76357.0,82384.0,90820.0,95890.0,100134.0,105664.0,110665.0,116816.0,40549.0
111,2563,HANKE Miroslav,,V2H,111,CZ,116816.0,5980.0,11582.0,16304.0,25695.0,32835.0,34836.0,39326.0,42160.0,45251.0,51607.0,56931.0,60644.0,65774.0,67844.0,71248.0,75960.0,81884.0,88253.0,92991.0,97317.0,104731.0,109936.0,116816.0,40549.0
112,2806,THUR Erwin,,V2H,111,CH,116816.0,,12622.0,17668.0,27067.0,35946.0,38109.0,42992.0,45428.0,48044.0,53838.0,58534.0,61677.0,66531.0,68377.0,71299.0,75779.0,81002.0,88251.0,92979.0,97322.0,104728.0,109940.0,116816.0,40549.0
113,2772,CHENET Christophe,,SEH,114,FR,117136.0,,12074.0,17796.0,26096.0,34528.0,36325.0,41832.0,44427.0,46844.0,58038.0,62713.0,65653.0,71059.0,73270.0,76325.0,81352.0,86380.0,96321.0,100277.0,104075.0,108703.0,112508.0,117136.0,40869.0
114,2023,COSCELLI Carlo,HOT BIKE,V1H,115,IT,117318.0,,14382.0,19637.0,28728.0,37128.0,38998.0,43762.0,46071.0,48102.0,55610.0,60254.0,63387.0,68171.0,70102.0,73226.0,78041.0,83737.0,91951.0,97285.0,101284.0,107275.0,111269.0,117318.0,41051.0
115,81,TEISSIER Jean-Pierre,,V2H,116,Fr,117421.0,,11131.0,16611.0,24955.0,33350.0,34859.0,39524.0,41435.0,43244.0,50741.0,55207.0,58291.0,63431.0,65290.0,68189.0,73462.0,79381.0,87406.0,91736.0,96709.0,104803.0,109944.0,117421.0,41154.0
116,1657,FAIVRE Sandrine,ADSM,SEF,117,FR,117498.0,6178.0,11399.0,16163.0,24014.0,31564.0,33448.0,37957.0,40514.0,42802.0,51705.0,56366.0,59499.0,64573.0,66750.0,70040.0,74513.0,81565.0,90938.0,95881.0,100202.0,106097.0,110667.0,117498.0,41231.0
117,1732,FAIVRE Hervé,ADSM,SEH,117,FR,117498.0,,11401.0,16168.0,24011.0,31563.0,33450.0,37955.0,40517.0,42791.0,51711.0,56371.0,59469.0,64575.0,66747.0,70036.0,74515.0,81557.0,90942.0,95876.0,100190.0,106103.0,110669.0,117498.0,41231.0
118,1817,MUSTIERE Cedric,SPORTS AVENTURES HAUT DOUBS,SEH,117,Fr,117498.0,,11380.0,16094.0,23794.0,31524.0,33170.0,37265.0,39470.0,41556.0,48878.0,53146.0,56106.0,61124.0,62417.0,64756.0,68131.0,73674.0,90945.0,95870.0,100155.0,106091.0,110663.0,117498.0,41231.0
119,2425,ANCEY François,,V1H,117,FR,117498.0,,11204.0,15984.0,23560.0,31191.0,33058.0,37302.0,39710.0,41736.0,52548.0,56840.0,59596.0,63947.0,65589.0,68284.0,73461.0,79432.0,87404.0,91667.0,96715.0,104825.0,109934.0,117498.0,41231.0
120,1562,OGUEY-CHANGEAT Christine,FSG COLLOMBEY-MURAZ,V1F,121,CH,117559.0,,12614.0,17681.0,26105.0,34602.0,36606.0,41170.0,43706.0,46195.0,53639.0,58627.0,62086.0,67772.0,69750.0,72847.0,78154.0,83648.0,91244.0,96455.0,101000.0,107096.0,112018.0,117559.0,41292.0
121,134,FARGEAS Jean-Bernard,,V2H,122,FR,117602.0,,11645.0,16335.0,24895.0,32109.0,34056.0,38583.0,41498.0,44107.0,50315.0,55277.0,58840.0,63629.0,66039.0,69616.0,74748.0,80571.0,89007.0,95076.0,99128.0,106044.0,110902.0,117602.0,41335.0
122,1713,CLARET Philippe,,V1H,123,FR,117662.0,,10096.0,14707.0,22809.0,31380.0,33148.0,37629.0,40402.0,43385.0,51707.0,56658.0,60002.0,65120.0,67232.0,70965.0,76340.0,82144.0,91321.0,97696.0,101496.0,107109.0,111441.0,117662.0,41395.0
123,2325,DELALAY Christian,,V1H,124,CH,117734.0,,11127.0,15714.0,24094.0,32924.0,34819.0,39181.0,41734.0,43912.0,50223.0,55311.0,58986.0,64492.0,66468.0,69912.0,75537.0,80916.0,89209.0,96230.0,99861.0,106211.0,111211.0,117734.0,41467.0
124,1818,NATIVEL GINOT Joseph,,V1H,125,Fr,117745.0,,10371.0,15263.0,23807.0,32257.0,34271.0,38639.0,40668.0,42734.0,52616.0,57215.0,59941.0,65215.0,66921.0,69880.0,75835.0,81712.0,90933.0,95512.0,100465.0,106450.0,111586.0,117745.0,41478.0
125,1418,MONNIER SERGE,,V1H,126,Fr,117886.0,,12450.0,17072.0,24945.0,32943.0,34762.0,39277.0,41740.0,44116.0,50943.0,56652.0,60325.0,66140.0,67806.0,70808.0,75578.0,82233.0,91123.0,95835.0,100285.0,106411.0,111308.0,117886.0,41619.0
126,196,BRUAND Stephane,SALLANCHES,V1H,127,FR,117910.0,,11175.0,15885.0,24274.0,32156.0,33837.0,38234.0,40579.0,42814.0,50773.0,55204.0,58382.0,63427.0,65287.0,68250.0,73466.0,79500.0,87400.0,91825.0,96894.0,104843.0,109939.0,117910.0,41643.0
127,368,FERRY Jean Noel,,SEH,127,Fr,117910.0,,13925.0,18855.0,27426.0,35280.0,37583.0,42144.0,44447.0,46909.0,55671.0,60501.0,64000.0,68866.0,71268.0,74182.0,79810.0,85409.0,92654.0,97616.0,101453.0,106872.0,111601.0,117910.0,41643.0
128,1572,BOGAERT Johan,,V1H,127,BE,117910.0,,12693.0,17446.0,25957.0,33480.0,35319.0,39844.0,42758.0,44992.0,52074.0,56702.0,59611.0,64927.0,66910.0,70432.0,74721.0,80972.0,89925.0,95721.0,100499.0,107161.0,111582.0,117910.0,41643.0
129,1588,FION Didier,EVASION NATURE POLLIAT,V1H,130,FR,118497.0,,10148.0,14949.0,23107.0,31522.0,33165.0,37531.0,39892.0,42040.0,49823.0,54593.0,57512.0,63190.0,64861.0,67795.0,72190.0,78557.0,88424.0,94708.0,99445.0,106321.0,111385.0,118497.0,42230.0
130,2348,LEROY GERALDINE,,SEF,130,FR,118497.0,,12262.0,17087.0,25404.0,33719.0,35401.0,39870.0,42123.0,44499.0,,56769.0,59894.0,65675.0,67667.0,70940.0,76367.0,82483.0,91059.0,96434.0,100508.0,106609.0,111383.0,118497.0,42230.0
131,1515,BROWN Julian,MACCLESFIELD HARRIERS,V1H,132,GB,118602.0,6536.0,12385.0,17253.0,26327.0,34565.0,36509.0,41513.0,44233.0,47769.0,54343.0,58678.0,61663.0,66736.0,68580.0,72012.0,77011.0,82894.0,89923.0,96200.0,100144.0,106396.0,111804.0,118602.0,42335.0
132,1072,TREUIL Philippe,,V1H,133,FR,118885.0,,11463.0,15739.0,23737.0,32128.0,33833.0,38203.0,40561.0,43024.0,50697.0,55271.0,58439.0,63682.0,65657.0,69790.0,74079.0,79784.0,90906.0,96102.0,100966.0,107427.0,112007.0,118885.0,42618.0
133,2168,CHESNOY Philippe,,V2H,133,Fr,118885.0,6577.0,12440.0,17509.0,26103.0,34302.0,36374.0,41547.0,44131.0,46658.0,52686.0,57472.0,60805.0,66710.0,68590.0,72289.0,77738.0,83828.0,91260.0,96425.0,100995.0,107125.0,112020.0,118885.0,42618.0
134,2679,BOOTH Gavin,,SEH,135,GB,119005.0,,10717.0,15438.0,23202.0,29995.0,31533.0,35762.0,38061.0,40208.0,47566.0,51910.0,54900.0,59422.0,61109.0,64242.0,68194.0,75041.0,86721.0,92177.0,96944.0,103321.0,109833.0,119005.0,42738.0
135,1140,SEIGNEURIN PIERRE,,V1H,136,FR,119025.0,,13262.0,18989.0,28604.0,36878.0,39021.0,44001.0,46612.0,49203.0,56204.0,61195.0,64538.0,70152.0,72274.0,75963.0,81130.0,86960.0,94289.0,99491.0,103550.0,109046.0,113293.0,119025.0,42758.0
136,147,MATTHYS Ignace,DWARS DOOR BRAKEL,V1H,137,BE,119118.0,6893.0,12703.0,17831.0,26873.0,34832.0,37076.0,41912.0,44375.0,47120.0,54066.0,58642.0,61731.0,66764.0,68790.0,72237.0,77229.0,83280.0,91944.0,97625.0,102009.0,108687.0,113021.0,119118.0,42851.0
137,1581,DECOMBE Pascal,,V1H,138,FR,119269.0,,12292.0,17889.0,26628.0,34820.0,36311.0,40912.0,43077.0,46046.0,53618.0,58023.0,61307.0,66806.0,68594.0,72223.0,77517.0,84231.0,91051.0,98006.0,102738.0,109059.0,113400.0,119269.0,43002.0
138,2450,DIERX Jean-Luc,,V1H,138,Fr,119269.0,,13335.0,18992.0,27716.0,37547.0,39342.0,44404.0,46897.0,49644.0,57309.0,61822.0,65188.0,70668.0,73022.0,76659.0,81120.0,86700.0,93131.0,99409.0,103318.0,109057.0,113479.0,119269.0,43002.0
139,2335,LOPEZ Claude,CAVAL,V1H,140,FR,119538.0,,12676.0,17620.0,26050.0,34191.0,36288.0,40934.0,43483.0,45782.0,52559.0,56942.0,59936.0,65110.0,67221.0,70698.0,76056.0,83052.0,91376.0,96797.0,101021.0,107570.0,112231.0,119538.0,43271.0
140,1218,LUGON Patrick,,V1H,141,CH,119946.0,,13786.0,18816.0,28555.0,36749.0,38851.0,43625.0,46326.0,49654.0,55603.0,60462.0,63974.0,68726.0,70869.0,74224.0,79517.0,85422.0,92502.0,98080.0,102567.0,108645.0,113153.0,119946.0,43679.0
141,222,DUBOULOZ hubert,FOULEE D'ANNEMASSE,V2H,142,Fr,119960.0,,12391.0,17387.0,25926.0,33921.0,35796.0,41477.0,43777.0,45943.0,53773.0,58631.0,62106.0,67522.0,69354.0,72643.0,77441.0,83125.0,92524.0,98088.0,102559.0,108662.0,113178.0,119960.0,43693.0
142,223,EVREUX Bernard,FOULEES D&amp;#039;ANNEMASSE,V1H,142,FR,119960.0,,12387.0,17360.0,25955.0,33823.0,35793.0,41473.0,43775.0,45945.0,53769.0,58629.0,62099.0,67480.0,69352.0,72640.0,77433.0,83129.0,92521.0,98083.0,102570.0,108654.0,113162.0,119960.0,43693.0
143,224,BONDAZ Philippe,LA FOULEE D'ANNEMASSE,V1H,142,FR,119960.0,,12389.0,17365.0,25953.0,33906.0,35795.0,41475.0,43780.0,45955.0,53771.0,58634.0,62103.0,67484.0,69349.0,72639.0,77434.0,83131.0,92527.0,98074.0,102564.0,108649.0,113159.0,119960.0,43693.0
144,138,CARNIATO Renato,,V2H,145,FR,120025.0,,12385.0,17529.0,25769.0,34307.0,36051.0,40859.0,43036.0,44993.0,52371.0,56908.0,60067.0,65905.0,68066.0,71364.0,75776.0,81747.0,89657.0,94603.0,100175.0,106614.0,112296.0,120025.0,43758.0
145,2308,BOURQUIN Pascal,ECOLE HÔTELIERE LAUSANNE,SEH,146,CH,120228.0,,12948.0,18354.0,26581.0,33959.0,35983.0,40689.0,43365.0,46260.0,52889.0,57810.0,61302.0,67011.0,69238.0,72834.0,78574.0,84650.0,91324.0,97546.0,102001.0,108775.0,113321.0,120228.0,43961.0
146,1902,SCHALLER Jacques,,V1H,147,CH,120265.0,,12110.0,16887.0,25469.0,33957.0,35846.0,40588.0,43206.0,45779.0,52634.0,57475.0,60904.0,66362.0,68721.0,72806.0,78548.0,85513.0,92856.0,98458.0,103033.0,109538.0,114233.0,120265.0,43998.0
147,2039,MAIR Stefan,SV GALLNEUKIRCHEN,SEH,148,AT,120590.0,,11190.0,15891.0,23240.0,30323.0,31914.0,36186.0,38491.0,40874.0,48988.0,53108.0,56316.0,61638.0,63672.0,66622.0,71575.0,78025.0,87245.0,93697.0,99104.0,106141.0,112171.0,120590.0,44323.0
148,2326,EGGENREICH Gerhard,,V1H,148,AT,120590.0,,10917.0,15776.0,23700.0,31033.0,32562.0,36784.0,39097.0,41142.0,48815.0,53098.0,56022.0,61636.0,63669.0,66621.0,71576.0,78012.0,87243.0,93703.0,99098.0,106121.0,112165.0,120590.0,44323.0
149,15,LETELLIER Jean Claude,,SEH,150,FR,120754.0,,9054.0,12753.0,19118.0,25581.0,26901.0,30836.0,32997.0,34936.0,41729.0,46643.0,50137.0,55728.0,57574.0,60757.0,65910.0,73462.0,84570.0,90126.0,94544.0,102732.0,109885.0,120754.0,44487.0
150,1144,BOUTIGNY Jean-Pierre,,V2H,151,FR,120927.0,,13445.0,18103.0,27189.0,35372.0,37086.0,41909.0,43992.0,45997.0,54973.0,59208.0,62080.0,67227.0,68666.0,72181.0,76441.0,82364.0,94829.0,100705.0,105274.0,110978.0,115026.0,120927.0,44660.0
151,213,BETSCHEN Christophe,,V1H,152,FR,121311.0,6609.0,12740.0,17921.0,27723.0,35860.0,38212.0,43124.0,45669.0,47952.0,55892.0,60721.0,64095.0,69353.0,71342.0,74371.0,79019.0,85055.0,94941.0,99587.0,104070.0,110015.0,114611.0,121311.0,45044.0
152,2392,GRANON Renaud,,SEH,153,FR,121354.0,,10642.0,14862.0,22269.0,30241.0,31860.0,36608.0,39015.0,41210.0,49318.0,53753.0,56670.0,61916.0,63839.0,66633.0,71849.0,78049.0,88468.0,93938.0,99969.0,106369.0,113191.0,121354.0,45087.0
153,102,BLANC Jean-Pierre,CEBE - THE NORTH FACE,V1H,154,Fr,121358.0,,10359.0,15050.0,23109.0,31025.0,32669.0,37304.0,39714.0,42159.0,50066.0,54623.0,57791.0,63143.0,65147.0,68592.0,73881.0,80203.0,89662.0,95176.0,99934.0,106383.0,113202.0,121358.0,45091.0
154,1159,PENAY Thierry,LES COUREURS CELESTES,SEH,155,BE,121406.0,6390.0,12218.0,17063.0,25750.0,33743.0,35843.0,40686.0,43339.0,45560.0,53733.0,58378.0,61393.0,66628.0,68708.0,71737.0,76854.0,82704.0,91946.0,97292.0,101449.0,108797.0,113648.0,121406.0,45139.0
155,2455,ETIENNE FABRICE,CE CDO MLD,SEH,156,BE,121460.0,,11137.0,15987.0,24483.0,33028.0,35135.0,40211.0,42511.0,44774.0,53416.0,58361.0,61657.0,67428.0,69452.0,72768.0,77454.0,83800.0,92238.0,98115.0,102862.0,109627.0,114565.0,121460.0,45193.0
156,2805,PAGANELLI Jean Marc,,V2H,157,FR,121563.0,,12609.0,17647.0,25679.0,34308.0,36169.0,41467.0,43714.0,45948.0,57706.0,63076.0,66750.0,72402.0,74226.0,77718.0,82571.0,88227.0,97020.0,101682.0,105683.0,111929.0,115937.0,121563.0,45296.0
157,1288,DOSSOT Jean-Marc,,V1H,158,FR,121628.0,,12423.0,17515.0,25710.0,33220.0,34792.0,39424.0,41883.0,44243.0,52191.0,57525.0,60964.0,66951.0,69391.0,73024.0,78528.0,85567.0,94297.0,99755.0,104105.0,110567.0,115108.0,121628.0,45361.0
158,2319,ALLARD Yvon,CLUB DES SPORTS MEGEVE,V1H,159,Fr,121675.0,,11258.0,16091.0,24071.0,31642.0,33532.0,37959.0,40694.0,43350.0,50272.0,54894.0,58150.0,62907.0,65142.0,68708.0,74145.0,80413.0,90691.0,97704.0,101744.0,108638.0,114046.0,121675.0,45408.0
159,1904,BALDUCHELLI Yan,,SEH,160,CH,122074.0,6612.0,12831.0,18389.0,27654.0,36098.0,38251.0,43374.0,46000.0,48707.0,56672.0,61885.0,65855.0,71692.0,73951.0,77317.0,82242.0,88272.0,97010.0,102202.0,106215.0,112736.0,116901.0,122074.0,45807.0
160,1009,CHEVALIER Christian,Sens Triathlon,V1H,161,FR,122104.0,7130.0,13146.0,18139.0,27145.0,35299.0,36935.0,41907.0,44340.0,46610.0,56839.0,61355.0,64542.0,70666.0,72648.0,75327.0,79338.0,85009.0,96695.0,101092.0,105893.0,111701.0,116898.0,122104.0,45837.0
161,251,BRASSEL Maria,,V1F,162,CH,122137.0,,12067.0,16940.0,24903.0,33374.0,35289.0,39708.0,42245.0,45111.0,54047.0,58581.0,61660.0,66610.0,68577.0,72391.0,78052.0,83746.0,94442.0,99381.0,103636.0,110295.0,115651.0,122137.0,45870.0
162,129,MATHIEU Josette,,V3F,163,FR,122185.0,,12914.0,18121.0,28213.0,36546.0,38360.0,42999.0,45378.0,47862.0,55093.0,59714.0,62866.0,68231.0,70055.0,73292.0,78264.0,85855.0,92573.0,98223.0,102916.0,109671.0,114568.0,122185.0,45918.0
163,277,GAGNIERE Pierre,7 LIEUES AVENTURES,V2H,164,FR,122334.0,6966.0,12841.0,17594.0,26360.0,34961.0,37161.0,42223.0,44788.0,47213.0,54043.0,59309.0,62763.0,68852.0,70885.0,74268.0,79194.0,85555.0,93804.0,99740.0,104322.0,110894.0,116037.0,122334.0,46067.0
164,103,CUINET Denis,,V2H,165,Fr,122337.0,,11618.0,16301.0,24922.0,32769.0,34465.0,39141.0,41484.0,43919.0,51858.0,56449.0,59740.0,65119.0,67235.0,70612.0,76179.0,82759.0,93255.0,99809.0,104141.0,110881.0,116040.0,122337.0,46070.0
165,1517,CAQUET Pascal,BIARRITZ OLYMPIQUE,V1H,166,Fr,122547.0,,13343.0,18394.0,27650.0,36326.0,38493.0,43537.0,46227.0,48634.0,54508.0,59634.0,62874.0,68321.0,70480.0,74113.0,79321.0,85530.0,94286.0,99807.0,104247.0,110886.0,116041.0,122547.0,46280.0
166,1177,CHIURLEA Serban,LOCOMOTIVA BUCHAREST,SEH,167,GB,122763.0,,13767.0,19101.0,27726.0,36299.0,38276.0,43002.0,45412.0,47827.0,55107.0,60172.0,63718.0,68683.0,70646.0,74118.0,79281.0,85147.0,94799.0,99804.0,104375.0,111139.0,116089.0,122763.0,46496.0
167,2187,WAGEN Martin,,SEH,168,CH,122766.0,,12234.0,17008.0,26101.0,34597.0,,42580.0,45611.0,48576.0,55134.0,60784.0,64452.0,70474.0,72670.0,76845.0,81362.0,86725.0,94293.0,99812.0,104452.0,111383.0,116059.0,122766.0,46499.0
168,1201,HAYON Jan,PASS RUNNING,V1H,169,FR,122793.0,,11642.0,16555.0,25247.0,33294.0,35315.0,40312.0,43044.0,46224.0,54072.0,59115.0,62323.0,68157.0,70513.0,73678.0,78487.0,84591.0,94149.0,99354.0,104099.0,111367.0,116044.0,122793.0,46526.0
169,179,LABORDE Philippe,,V1H,170,FR,122973.0,6141.0,11946.0,17099.0,26475.0,35357.0,37635.0,43259.0,46222.0,49268.0,56201.0,61307.0,65031.0,70150.0,72725.0,76455.0,81355.0,87089.0,96106.0,101130.0,105549.0,111884.0,116876.0,122973.0,46706.0
170,1189,FRATTINI Ludovic,SKI CLUB VAGNEY ROCHESSON,SEH,170,FR,122973.0,,11479.0,16236.0,24294.0,34011.0,35679.0,40224.0,42427.0,44718.0,54068.0,58410.0,61425.0,66928.0,69049.0,72226.0,77167.0,83189.0,93082.0,99601.0,104794.0,111732.0,116538.0,122973.0,46706.0
171,1226,DETRY Yves,groupe de haute montagne,V2H,170,FR,122973.0,7179.0,13641.0,18982.0,28093.0,36754.0,38903.0,43621.0,46090.0,48592.0,55661.0,60715.0,64125.0,69320.0,71438.0,75134.0,80346.0,86626.0,95754.0,101399.0,105856.0,112782.0,117204.0,122973.0,46706.0
172,1243,BALADI Michèle,CAF CHEDDE,V1F,170,FR,122973.0,7180.0,13637.0,18986.0,28097.0,36744.0,38899.0,43622.0,46103.0,48594.0,55666.0,60716.0,64128.0,69323.0,71445.0,75138.0,80356.0,86627.0,95759.0,101410.0,105870.0,112795.0,117207.0,122973.0,46706.0
173,1293,SAVARY Pierre,,V2H,170,CH,122973.0,,13620.0,19180.0,28646.0,37428.0,39596.0,44015.0,46591.0,48763.0,55621.0,60506.0,64006.0,69013.0,71350.0,74396.0,79333.0,85022.0,93070.0,99480.0,104792.0,112090.0,116545.0,122973.0,46706.0
174,2177,BOUGET Christophe,AS TRANSPAC,V1H,170,Fr,122973.0,,12691.0,18229.0,27008.0,36170.0,38259.0,43758.0,46012.0,48068.0,56560.0,61349.0,64285.0,70057.0,71776.0,75303.0,80082.0,86404.0,96102.0,101178.0,105538.0,111892.0,116581.0,122973.0,46706.0
175,2182,LEGRAND Bruno,AS TRANSPAC,V1H,170,FR,122973.0,,12694.0,18233.0,27006.0,36167.0,38262.0,43755.0,46009.0,48070.0,56556.0,61351.0,64290.0,70051.0,71779.0,75296.0,80081.0,86421.0,96085.0,101170.0,105532.0,111879.0,116579.0,122973.0,46706.0
176,2381,CAHU ivan,AS TRANSPAC,SEH,170,FR,122973.0,,12689.0,18236.0,27011.0,36175.0,38260.0,43760.0,46008.0,48067.0,56562.0,61347.0,64239.0,70029.0,71772.0,75292.0,80089.0,86438.0,96077.0,101104.0,105498.0,111762.0,116578.0,122973.0,46706.0
