,bib,name,team,category,rank,nationality,time,Delev,StGer,Conta,Balme,Bonhom,Chapieu,Seigne,Combal,MtFavre,Checrou,Courm,Bertone,Bonatti,Arnuva,GdColF,Fouly,Champex,Bovine,Trient,Catogne,Vallo,TaVents,Flégère,Arrivé,timediff
1120,2977,JOSSERAND Clement,,SEH,1121,FR,154703.0,8021.0,11776.0,19809.0,25621.0,32429.0,35822.0,47552.0,50957.0,56063.0,58949.0,62179.0,69954.0,75658.0,79643.0,86309.0,93574.0,106208.0,118499.0,124611.0,131412.0,137204.0,146709.0,149919.0,154703.0,80606.0
1121,2607,BODIN Marcel,,V2H,1122,FR,154706.0,7123.0,10758.0,20301.0,26475.0,33429.0,37442.0,48223.0,51749.0,56621.0,59841.0,63151.0,71228.0,77262.0,81808.0,88730.0,95841.0,107936.0,117897.0,124396.0,131829.0,137108.0,146845.0,149409.0,154706.0,80609.0
1122,3025,ORAIN Bernard,BROCELIANDE AVENTURE 35,V2H,1123,FR,154728.0,8253.0,12443.0,19833.0,25475.0,31983.0,35756.0,45314.0,48536.0,53250.0,56368.0,59462.0,68770.0,74451.0,78815.0,84352.0,92109.0,104531.0,115850.0,122839.0,130479.0,136462.0,146153.0,149121.0,154728.0,80631.0
1123,3245,SORIANO SANJUAN Sebastián,CLUB ATLETISMO PROMESAS VILLENA,SEH,1124,ES,154756.0,7542.0,11534.0,18799.0,25134.0,31775.0,35451.0,45057.0,48316.0,53170.0,56069.0,58989.0,66762.0,72409.0,76767.0,82272.0,89085.0,100678.0,112025.0,119575.0,127358.0,133678.0,144271.0,147598.0,154756.0,80659.0
1124,3366,FLOR GARCIA Antonio,,SEH,1124,ES,154756.0,7543.0,11533.0,18799.0,25129.0,31777.0,35451.0,45055.0,48306.0,53162.0,56067.0,58972.0,66765.0,72412.0,76764.0,82275.0,89090.0,100671.0,112012.0,119424.0,127355.0,133681.0,144281.0,147594.0,154756.0,80659.0
1125,4711,OGGIONI Adriano,,V1H,1126,IT,154817.0,7343.0,10382.0,17802.0,24643.0,31263.0,34763.0,47948.0,51401.0,56651.0,59665.0,62631.0,70875.0,76585.0,80825.0,88042.0,94304.0,107222.0,119651.0,126174.0,135304.0,138676.0,149196.0,151169.0,154817.0,80720.0
1126,4596,DEJEAN Olivier,,V2H,1127,FR,154865.0,7182.0,10594.0,18380.0,24288.0,30498.0,34017.0,44835.0,48171.0,54699.0,58483.0,61677.0,68837.0,75245.0,79890.0,86968.0,94386.0,106206.0,117484.0,123891.0,132921.0,138296.0,148377.0,151068.0,154865.0,80768.0
1127,4657,ZIRKER Gerhard,SCL LEIMERSHEIM / TEA,V1H,1128,DE,154867.0,7563.0,11111.0,18396.0,24315.0,30454.0,33905.0,42573.0,45696.0,51005.0,53958.0,57037.0,69923.0,75744.0,80058.0,86984.0,94036.0,107213.0,116945.0,123399.0,131965.0,136658.0,146324.0,149213.0,154867.0,80770.0
1128,4748,FATON Laurent,,SEH,1129,FR,154908.0,6600.0,9791.0,16380.0,21503.0,27284.0,30591.0,38889.0,41618.0,46162.0,49266.0,52256.0,58463.0,64111.0,68349.0,74381.0,82009.0,93615.0,107242.0,115584.0,123561.0,131419.0,142319.0,146614.0,154908.0,80811.0
1129,2514,FAVRICHON Gerard,AS CREDIT MUTUEL CENTRE,V2H,1130,FR,154931.0,7806.0,11283.0,19468.0,25212.0,32000.0,35297.0,44351.0,47311.0,51724.0,54333.0,57200.0,64698.0,70180.0,74240.0,80599.0,86745.0,98160.0,114007.0,120324.0,128418.0,133805.0,145818.0,149210.0,154931.0,80834.0
1130,4551,LASTA Davide,,SEH,1131,IT,154935.0,7731.0,11419.0,18805.0,24992.0,31224.0,34635.0,44288.0,47519.0,52834.0,56050.0,59466.0,69420.0,75730.0,80754.0,86205.0,93271.0,105910.0,119113.0,125174.0,133544.0,138245.0,147564.0,149781.0,154935.0,80838.0
1131,3093,TOMAS CASADO Joaquim,PENYA MUR I CASTELL,V1H,1132,ES,154967.0,7955.0,11671.0,20039.0,26153.0,32611.0,36506.0,47608.0,50736.0,55930.0,58948.0,61862.0,70634.0,77027.0,81830.0,87535.0,95335.0,109234.0,119729.0,126559.0,134473.0,139424.0,148178.0,150928.0,154967.0,80870.0
1132,2992,LEZCANO Andres,,V2H,1133,ES,154992.0,7336.0,10815.0,19939.0,25923.0,32301.0,35659.0,44299.0,47421.0,52081.0,54730.0,57484.0,66327.0,72340.0,76650.0,83185.0,89433.0,100088.0,115578.0,122163.0,130253.0,135221.0,147038.0,149603.0,154992.0,80895.0
1133,3755,BERNDT Matthias,,V2H,1133,DE,154992.0,7448.0,10896.0,18575.0,24915.0,31545.0,34951.0,45970.0,48971.0,54150.0,56389.0,59368.0,68018.0,,78045.0,84880.0,91085.0,102543.0,115582.0,122165.0,130980.0,135708.0,147037.0,149599.0,154992.0,80895.0
1134,4124,TANG  Sun-Kam,KIN HANG HIKING CLUB,SEH,1135,CN,155046.0,6024.0,8616.0,13955.0,19919.0,25808.0,27916.0,40613.0,43228.0,48941.0,52740.0,56179.0,65846.0,70886.0,75000.0,79994.0,87940.0,99393.0,113362.0,120329.0,,133899.0,144858.0,148505.0,155046.0,80949.0
1135,4125,LEUNG Wan Yee,KIN HANG HIKING CLUB,SEF,1135,HK,155046.0,7911.0,11578.0,18432.0,24781.0,31997.0,35248.0,45235.0,48324.0,53090.0,55905.0,58536.0,66655.0,72113.0,77045.0,83634.0,90058.0,100670.0,113359.0,120343.0,128324.0,133898.0,146436.0,149550.0,155046.0,80949.0
1136,4126,TAM Kar Bik,KIN HANG HIKING CLUB,SEF,1135,HK,155046.0,7891.0,11579.0,18790.0,24652.0,31649.0,35060.0,44828.0,47944.0,53093.0,56040.0,58677.0,66791.0,72967.0,77494.0,84006.0,90953.0,102585.0,113258.0,120332.0,128936.0,134076.0,145649.0,149484.0,155046.0,80949.0
1137,4128,SAI KIT ALGER Cheng,KIN HANG HIKING CLUB,V1H,1135,CN,155046.0,7090.0,10427.0,17980.0,23743.0,30327.0,33821.0,43925.0,46450.0,51757.0,54312.0,56721.0,65069.0,70933.0,74997.0,80919.0,87958.0,99495.0,113355.0,120349.0,128959.0,133928.0,146148.0,149554.0,155046.0,80949.0
1138,4263,CHUNG Pak Hang,KIN HANG HIKING CLUB,V1H,1139,CN,155048.0,6913.0,10018.0,16037.0,21529.0,27409.0,30779.0,40654.0,43246.0,49361.0,52791.0,56961.0,66281.0,71324.0,75002.0,80931.0,88304.0,99396.0,113125.0,120342.0,,133797.0,146441.0,149560.0,155048.0,80951.0
1139,4243,MEJSNER Bartosz,,SEH,1140,PL,155090.0,7785.0,11423.0,18560.0,24426.0,30623.0,34328.0,43986.0,47191.0,52004.0,55284.0,59141.0,68757.0,75300.0,80979.0,87254.0,93606.0,107041.0,117815.0,124339.0,132729.0,138200.0,148724.0,151479.0,155090.0,80993.0
1140,2831,GEORGES Claude,CAP DINSHEIM,V2H,1141,FR,155160.0,8366.0,12370.0,20071.0,26201.0,32824.0,36332.0,45251.0,48311.0,52899.0,55772.0,59142.0,65912.0,71794.0,76023.0,82120.0,88855.0,100208.0,112237.0,119023.0,127977.0,133668.0,146100.0,149249.0,155160.0,81063.0
1141,4682,REZOLA UROLA Kauldi,ARRASTAKA,V1H,1142,ES,155211.0,6929.0,10018.0,16835.0,22565.0,28174.0,31802.0,41801.0,44999.0,50067.0,52896.0,56099.0,63686.0,69055.0,73256.0,79824.0,85457.0,96847.0,109516.0,115558.0,124248.0,130769.0,143582.0,147132.0,155211.0,81114.0
1142,3861,GARCIA DIOS Félix,ATHLETICS AVENTURA VIGO,V2H,1143,ES,155212.0,7671.0,11089.0,18501.0,24750.0,31077.0,34304.0,43312.0,46636.0,51751.0,54795.0,58884.0,66174.0,71633.0,76346.0,82762.0,89374.0,101971.0,113777.0,120802.0,131487.0,136472.0,146989.0,149696.0,155212.0,81115.0
1143,4708,REZOLA UROLA Imanol,ARRASTAKA,V1H,1144,ES,155213.0,6955.0,10054.0,16837.0,22543.0,28179.0,31803.0,41798.0,45023.0,50066.0,52895.0,56100.0,63691.0,69045.0,73224.0,79417.0,85451.0,96845.0,109508.0,115548.0,124260.0,130762.0,143595.0,147141.0,155213.0,81116.0
1144,3060,COQUEMONT Vincent,ESVA BEAUFORT,SEH,1145,FR,155214.0,6300.0,9078.0,15828.0,21513.0,27017.0,30515.0,39893.0,43162.0,48582.0,51804.0,54765.0,68311.0,73242.0,77565.0,83698.0,91059.0,102576.0,113676.0,120325.0,128050.0,134055.0,146167.0,148911.0,155214.0,81117.0
1145,4420,ARRUTI EZEITZA Imanol,PELOTOK K.E.,V1H,1146,ES,155215.0,6929.0,10017.0,16838.0,22553.0,28179.0,31807.0,41799.0,45029.0,50070.0,52855.0,56116.0,63689.0,69064.0,73243.0,79827.0,85468.0,96860.0,109518.0,115554.0,124255.0,130772.0,143585.0,147146.0,155215.0,81118.0
1146,2839,GARDUNO TENA Pedro,C.D FORTUNA,V1H,1147,ES,155216.0,5657.0,8173.0,16692.0,21628.0,26844.0,29927.0,37754.0,40362.0,44400.0,47570.0,52828.0,61717.0,66709.0,70610.0,76063.0,84436.0,98007.0,109171.0,119866.0,126967.0,132570.0,143615.0,147149.0,155216.0,81119.0
1147,3144,FERREIRA José,CLUBE MONTANHISMO DE BRAGA,SEH,1147,PT,155216.0,6467.0,9482.0,15857.0,20949.0,26226.0,29473.0,39091.0,41960.0,47246.0,50262.0,53559.0,63316.0,68904.0,72645.0,78982.0,85507.0,96852.0,109504.0,115551.0,124234.0,130762.0,143600.0,147173.0,155216.0,81119.0
1148,3283,PARIS Alain,Hong Kong Trail Runner Club,V1H,1149,FR,155287.0,7943.0,11314.0,18088.0,25478.0,32065.0,35358.0,46586.0,49863.0,54599.0,57564.0,60212.0,70802.0,76515.0,80483.0,87833.0,94845.0,107793.0,118442.0,124380.0,134739.0,138829.0,148809.0,151434.0,155287.0,81190.0
1149,4803,HACHEM Francis,,V1H,1150,FR,155295.0,7031.0,10306.0,17754.0,23986.0,30152.0,33373.0,43825.0,46938.0,53210.0,55764.0,58953.0,67171.0,73062.0,77797.0,84481.0,91085.0,104069.0,112927.0,119832.0,131547.0,136719.0,147138.0,150176.0,155295.0,81198.0
1150,1026,FERGUSON Andrew,MUDCREW TRAIL RUNNERS.,V1H,1151,GB,155323.0,7261.0,10840.0,17102.0,22362.0,28135.0,31867.0,40465.0,43670.0,48229.0,51447.0,54909.0,62175.0,68445.0,73061.0,80177.0,88336.0,100653.0,110738.0,118708.0,126575.0,133301.0,144729.0,148844.0,155323.0,81226.0
1151,3291,EGUCHI Mitsuhiro,,V3H,1152,JP,155341.0,7824.0,11280.0,17675.0,22979.0,28910.0,31906.0,41318.0,43826.0,48672.0,51609.0,54785.0,63169.0,71532.0,76709.0,83253.0,89540.0,102341.0,113033.0,120158.0,129982.0,136558.0,146882.0,149889.0,155341.0,81244.0
1152,2075,VUKELIC Goran,UPRI GELENDER,SEH,1153,HR,155363.0,7059.0,10374.0,16914.0,22432.0,28013.0,31436.0,40031.0,43208.0,48155.0,51176.0,54240.0,62584.0,68551.0,72860.0,79096.0,85677.0,96710.0,105977.0,112015.0,119396.0,126622.0,141458.0,145509.0,155363.0,81266.0
1153,383,ORESKOVIC Marko,UPRI GELENDER,SEH,1154,HR,155364.0,7028.0,10375.0,16147.0,21121.0,26238.0,29081.0,36645.0,39102.0,43432.0,45978.0,48921.0,56634.0,61700.0,65155.0,73095.0,79901.0,92224.0,103011.0,110174.0,118619.0,126591.0,141415.0,145456.0,155364.0,81267.0
1154,3127,DHONNEUR Sylvain,,SEH,1155,FR,155371.0,7916.0,11537.0,19493.0,25222.0,31526.0,34764.0,43867.0,46757.0,51631.0,54122.0,57048.0,64040.0,69777.0,74060.0,80298.0,87052.0,98563.0,110133.0,116836.0,126355.0,132555.0,144242.0,148057.0,155371.0,81274.0
1155,3347,HORVATH Peter,,V1H,1156,HU,155386.0,7525.0,11204.0,18529.0,24346.0,30649.0,34298.0,44255.0,47552.0,52280.0,55607.0,59228.0,66671.0,72101.0,76415.0,81950.0,88558.0,99377.0,109698.0,116588.0,123499.0,129731.0,145069.0,148901.0,155386.0,81289.0
1156,3813,SANGUINO Pedro,CLUB GBES,SEH,1156,PT,155386.0,7146.0,10415.0,17545.0,22528.0,28187.0,31346.0,39963.0,42549.0,46919.0,49537.0,52476.0,59831.0,,70111.0,77355.0,84183.0,96007.0,106791.0,113670.0,123230.0,129186.0,144254.0,147490.0,155386.0,81289.0
1157,3572,TAKAHASHI Yuko,ASE-HEAT,SEF,1158,JP,155404.0,7081.0,10176.0,18280.0,23922.0,30078.0,33068.0,42204.0,45368.0,50465.0,52715.0,55945.0,65608.0,72621.0,77539.0,83714.0,89743.0,102936.0,116232.0,122827.0,131419.0,136613.0,147116.0,150323.0,155404.0,81307.0
1158,2627,LECLERC Jean-Pierre,,V2H,1159,FR,155441.0,6722.0,9892.0,16834.0,22347.0,28192.0,31619.0,41715.0,45333.0,50420.0,53154.0,56190.0,65117.0,70928.0,75018.0,81090.0,87343.0,99424.0,112505.0,119818.0,130334.0,136157.0,147068.0,149838.0,155441.0,81344.0
1159,2918,TAKEDA Kentaro,,SEH,1160,JP,155489.0,7241.0,11150.0,18853.0,24189.0,30381.0,33816.0,44412.0,47777.0,52907.0,56058.0,59219.0,65961.0,71232.0,75683.0,82539.0,89392.0,100928.0,119521.0,126050.0,134785.0,139658.0,148025.0,151338.0,155489.0,81392.0
1160,501,SUET Philippe,,V1H,1161,FR,155511.0,7848.0,11679.0,19258.0,24891.0,30949.0,34523.0,43555.0,47010.0,51715.0,54722.0,58236.0,66752.0,72436.0,77106.0,83864.0,90589.0,101971.0,113323.0,120490.0,129773.0,135465.0,145528.0,148097.0,155511.0,81414.0
1161,3882,OKONSKI Denis,LES Z'AVOINEURS DU COPS,V1H,1162,FR,155556.0,7932.0,11881.0,20369.0,26220.0,32950.0,36578.0,46814.0,50345.0,54881.0,57831.0,61136.0,71199.0,78539.0,81860.0,87426.0,94946.0,106983.0,117533.0,124291.0,132054.0,137517.0,147889.0,151084.0,155556.0,81459.0
1162,2588,PETIT David,,V1H,1163,FR,155646.0,7521.0,11175.0,19035.0,24693.0,31063.0,34143.0,43224.0,46742.0,53207.0,56374.0,59513.0,70349.0,76591.0,80772.0,87157.0,94220.0,107005.0,121116.0,127827.0,136418.0,140825.0,149104.0,151510.0,155646.0,81549.0
1163,2940,AVRILLON Frédéric,TEAM MOUFLARDS,V1H,1164,FR,155698.0,7813.0,11426.0,18708.0,24391.0,30593.0,33948.0,42867.0,46026.0,50480.0,53268.0,56437.0,63917.0,69786.0,74287.0,80633.0,87879.0,99986.0,113286.0,119887.0,128304.0,133907.0,146565.0,149593.0,155698.0,81601.0
1164,4601,VIDAL DUART Maurici,EECVA,SEH,1165,ES,155774.0,7450.0,11252.0,19830.0,26897.0,33406.0,37412.0,47130.0,50451.0,55665.0,58645.0,61469.0,68763.0,76325.0,80472.0,85910.0,93215.0,105470.0,118435.0,125283.0,132400.0,137164.0,148795.0,151231.0,155774.0,81677.0
1165,3497,ALLISON Robert,FIFE ATHLETIC CLUB,V2H,1166,GB,155867.0,7563.0,11192.0,18329.0,24203.0,30388.0,33787.0,43023.0,46168.0,50710.0,53527.0,56453.0,64693.0,69781.0,73295.0,79928.0,86737.0,98411.0,110734.0,117370.0,126581.0,132201.0,146224.0,149437.0,155867.0,81770.0
1166,4027,MOSQUERA GONZALEZ Manuel,CLUB DE MONTANA XESTEIRAS,V3H,1167,ES,155869.0,7888.0,11638.0,20142.0,26324.0,32731.0,36750.0,46030.0,49197.0,53896.0,56808.0,59875.0,68536.0,73872.0,77627.0,84283.0,91288.0,102819.0,114397.0,121313.0,131400.0,136783.0,147757.0,150659.0,155869.0,81772.0
1167,2610,URUSHIHARA Akihiko,,SEH,1168,JP,155883.0,8009.0,11561.0,19090.0,24784.0,31308.0,34513.0,43513.0,46340.0,51046.0,53677.0,56787.0,65419.0,70323.0,75112.0,81813.0,88057.0,98870.0,112042.0,118966.0,129702.0,135618.0,148215.0,150951.0,155883.0,81786.0
1168,3388,KUNIHIRO Issei,SPORCIVA,SEH,1168,JP,155883.0,7572.0,11171.0,18622.0,24484.0,30881.0,34140.0,43544.0,46451.0,50657.0,53587.0,56309.0,64072.0,69813.0,75098.0,81236.0,88238.0,98795.0,114035.0,121320.0,130000.0,135616.0,148229.0,150955.0,155883.0,81786.0
1169,3904,HERRERO Eric,,SEH,1170,FR,155893.0,7067.0,10108.0,17542.0,23246.0,29224.0,32087.0,42314.0,45366.0,50366.0,53020.0,55621.0,65917.0,72014.0,76791.0,83946.0,90547.0,104483.0,119440.0,125201.0,133059.0,138226.0,148792.0,151533.0,155893.0,81796.0
1170,3817,MARIN OTERO Jaime,,SEH,1171,ES,155927.0,6774.0,9874.0,16590.0,22031.0,27535.0,30504.0,39566.0,42191.0,47374.0,50091.0,52942.0,62067.0,67269.0,71361.0,77246.0,84054.0,97527.0,112680.0,119572.0,128956.0,134258.0,145815.0,148853.0,155927.0,81830.0
1171,1025,CULBERT Brian,SALOMON TORONTO,V2H,1172,CA,155941.0,7613.0,11490.0,18453.0,24459.0,30604.0,34016.0,42999.0,46096.0,50446.0,53250.0,56122.0,63437.0,69243.0,73368.0,79523.0,86290.0,97863.0,108100.0,114731.0,122707.0,128317.0,140426.0,147884.0,155941.0,81844.0
1172,4119,MORINIERE Jean-Marc,,V2H,1173,FR,155963.0,7748.0,10794.0,17394.0,22837.0,28589.0,31393.0,40452.0,43275.0,48149.0,50990.0,54279.0,65531.0,71412.0,75987.0,82677.0,89711.0,101392.0,115246.0,122224.0,129601.0,135601.0,145852.0,149116.0,155963.0,81866.0
1173,2769,FALLET Eric,,V3H,1174,CH,155985.0,8262.0,11675.0,20240.0,26635.0,33379.0,36705.0,47123.0,50125.0,55112.0,58101.0,61055.0,70858.0,78451.0,82037.0,88261.0,94625.0,104574.0,117530.0,124112.0,132079.0,136950.0,147308.0,150260.0,155985.0,81888.0
1174,3598,BENNEJEAN Cecile,CA PICTAVE/CAVALEURS DU CLAIN,V1F,1175,FR,155995.0,7552.0,11202.0,18298.0,24374.0,30559.0,34033.0,43534.0,46497.0,50838.0,53461.0,56423.0,64070.0,69779.0,74338.0,81057.0,88352.0,101177.0,113096.0,120990.0,129653.0,136226.0,147112.0,150287.0,155995.0,81898.0
1175,4322,DELHOMME Dominique,ES COUERON,V2H,1176,FR,156005.0,7161.0,10331.0,18247.0,23833.0,29735.0,32880.0,42278.0,46617.0,50458.0,53287.0,56142.0,68064.0,73543.0,78111.0,85498.0,92159.0,104329.0,116241.0,123244.0,131862.0,136667.0,148176.0,151341.0,156005.0,81908.0
1176,3477,CORBACHO SILVERO Jose Manuel,,SEH,1177,ES,156008.0,7716.0,11403.0,18964.0,25063.0,31750.0,35403.0,44869.0,48114.0,53253.0,56399.0,59919.0,69185.0,75292.0,79808.0,85636.0,93200.0,105643.0,116313.0,122714.0,130266.0,135660.0,146572.0,149545.0,156008.0,81911.0
1177,1128,DENEUBOURG Serge,SAPEUR POMPIER VAR,V1H,1178,FR,156010.0,7080.0,10465.0,18395.0,24954.0,31624.0,35734.0,47049.0,50356.0,55037.0,57944.0,61024.0,68008.0,73450.0,77861.0,84499.0,92295.0,104625.0,116676.0,123448.0,130345.0,136381.0,147848.0,150920.0,156010.0,81913.0
1178,3884,VAN DER MERWE Philip,DURBANVILLE,V2H,1179,ZA,156012.0,7928.0,12061.0,19927.0,26178.0,32817.0,37079.0,46820.0,50232.0,54497.0,57560.0,60675.0,68842.0,74576.0,78932.0,85010.0,92620.0,104838.0,115868.0,123245.0,131395.0,137160.0,147733.0,150668.0,156012.0,81915.0
1179,4756,MUFFAT Pierre,TRAILERS DU GAVOT,V1H,1180,FR,156035.0,7382.0,10811.0,17470.0,23929.0,30585.0,34269.0,46031.0,49518.0,55266.0,58407.0,61653.0,70502.0,76526.0,81516.0,87722.0,95101.0,108837.0,121432.0,128992.0,137993.0,142392.0,149646.0,151642.0,156035.0,81938.0
1180,3056,RABATE Laurent,S/L USC BUZANCAIS,V1H,1181,FR,156036.0,7668.0,11505.0,19677.0,26117.0,32553.0,36376.0,46864.0,50315.0,55178.0,58057.0,61352.0,68527.0,74157.0,78213.0,84747.0,91510.0,105394.0,116557.0,123959.0,133173.0,138342.0,147865.0,150623.0,156036.0,81939.0
1181,3380,OSKIERKO Roman,,V2H,1182,PL,156084.0,7194.0,10042.0,16666.0,21935.0,28389.0,31801.0,41535.0,44525.0,49704.0,52507.0,55426.0,66779.0,73027.0,77606.0,84909.0,91388.0,103083.0,117504.0,124002.0,132073.0,137283.0,149576.0,152095.0,156084.0,81987.0
1182,2671,PERRIN Henri-Pierre,ISSY TRIATHLON,SEH,1183,FR,156086.0,8044.0,11826.0,19035.0,25159.0,31513.0,34819.0,45013.0,48104.0,52206.0,54835.0,58103.0,65996.0,71594.0,76247.0,81947.0,89078.0,100776.0,113387.0,120046.0,128428.0,133622.0,145232.0,148113.0,156086.0,81989.0
1183,4282,MCGREEVY Cathal,,V1H,1184,IE,156110.0,6533.0,9064.0,14846.0,20229.0,25422.0,28029.0,36917.0,39183.0,43821.0,46654.0,49206.0,58438.0,,67437.0,73945.0,80186.0,91515.0,100367.0,105639.0,112798.0,116912.0,147840.0,151180.0,156110.0,82013.0
1184,4568,KURONO Hiroshi,CHIBIKURO,V1H,1185,JP,156142.0,7267.0,10949.0,18125.0,23719.0,30667.0,34163.0,44317.0,47666.0,53256.0,56380.0,59308.0,67195.0,72900.0,77144.0,83362.0,90807.0,101624.0,112510.0,119919.0,129302.0,135081.0,146774.0,149855.0,156142.0,82045.0
1185,3563,TSUKANO Yutaka,,V1H,1186,JP,156173.0,8362.0,12128.0,19893.0,26872.0,34129.0,37767.0,48557.0,51622.0,56964.0,59676.0,62636.0,71470.0,77632.0,81998.0,88695.0,95207.0,108166.0,120300.0,126401.0,134026.0,138835.0,149433.0,151768.0,156173.0,82076.0
1186,4305,HIRAYAMA Masayuki,,V1H,1186,JP,156173.0,8428.0,13480.0,19966.0,26410.0,33567.0,36810.0,45149.0,47923.0,52986.0,56278.0,59682.0,67487.0,72808.0,77568.0,83843.0,91263.0,101772.0,118988.0,125283.0,132283.0,137220.0,147857.0,151552.0,156173.0,82076.0
1187,3951,WEBB David,,V2H,1188,GB,156257.0,8248.0,12021.0,19871.0,26035.0,32843.0,36783.0,47308.0,50550.0,55406.0,58398.0,61668.0,69544.0,75741.0,80346.0,86671.0,93454.0,105876.0,116244.0,122842.0,131470.0,136959.0,147124.0,150172.0,156257.0,82160.0
1188,4271,WEBB Jane,,V1F,1188,GB,156257.0,8082.0,11876.0,19411.0,25726.0,32233.0,35937.0,45865.0,49208.0,53969.0,56998.0,60269.0,68737.0,74561.0,79218.0,85840.0,93451.0,105885.0,116220.0,122845.0,131473.0,136962.0,146914.0,150168.0,156257.0,82160.0
1189,2816,QUINTANA SANTANA Daniel,ARISTA,SEH,1190,ES,156269.0,7563.0,11194.0,18907.0,25625.0,32494.0,35668.0,46046.0,48944.0,53767.0,56377.0,59441.0,68570.0,75737.0,79946.0,87576.0,94038.0,105891.0,119382.0,126214.0,133175.0,138186.0,148187.0,151199.0,156269.0,82172.0
1190,2507,FADIE Hugues,,V2H,1191,FR,156278.0,8122.0,11988.0,19986.0,25543.0,32067.0,35572.0,44940.0,47856.0,52983.0,55749.0,58927.0,68768.0,74690.0,79360.0,85998.0,92448.0,104856.0,118360.0,124694.0,132390.0,137528.0,147861.0,150941.0,156278.0,82181.0
1191,1366,SUGIYAMA Mitsumasa,TOKYO HASETSUNE C,V2H,1192,JP,156284.0,8341.0,12216.0,19808.0,26395.0,33302.0,37081.0,46811.0,49919.0,54701.0,57695.0,61007.0,67740.0,73967.0,78226.0,84346.0,91961.0,103529.0,116205.0,123433.0,131412.0,136037.0,145669.0,149176.0,156284.0,82187.0
1192,3589,HEIMBURGER Rémi,,SEH,1193,FR,156297.0,7035.0,10306.0,16383.0,22004.0,27780.0,30960.0,41177.0,44584.0,50165.0,53539.0,57020.0,65273.0,71370.0,77507.0,84777.0,93117.0,106388.0,117652.0,124457.0,132501.0,138033.0,147839.0,151185.0,156297.0,82200.0
1193,3799,ALBERT Pascal,,V2H,1194,FR,156314.0,8024.0,11968.0,20101.0,26314.0,32821.0,36513.0,46433.0,49554.0,54384.0,57577.0,60925.0,68353.0,73959.0,78915.0,85701.0,92425.0,103769.0,117520.0,124085.0,132589.0,137750.0,147687.0,150380.0,156314.0,82217.0
1194,4123,TAKAHASHI Junko,TEAM USUKAWA,SEF,1195,JP,156354.0,7653.0,11732.0,18732.0,24616.0,31068.0,34632.0,44282.0,47525.0,52848.0,55916.0,59323.0,67639.0,73827.0,78288.0,84858.0,92702.0,104609.0,116196.0,123436.0,131408.0,136035.0,145664.0,149180.0,156354.0,82257.0
1195,4055,DONNELLY Susan,,V2F,1196,US,156381.0,7932.0,11654.0,18396.0,24158.0,30339.0,33951.0,42972.0,45989.0,50614.0,53566.0,56561.0,63702.0,69493.0,73599.0,79997.0,87212.0,99449.0,110236.0,117774.0,127402.0,133720.0,146046.0,149834.0,156381.0,82284.0
1196,4639,LE POULICHET Marc,ENDURANCE LOISIR PLOUAY,SEH,1197,FR,156418.0,7345.0,10436.0,18323.0,23989.0,29887.0,33079.0,42034.0,45265.0,50362.0,53090.0,56139.0,66042.0,71867.0,76474.0,83081.0,89817.0,101602.0,114594.0,120662.0,130371.0,135621.0,147847.0,151014.0,156418.0,82321.0
1197,1124,MOROZ Matthew,SHEEN SHUFFERS,SEH,1198,GB,156441.0,5732.0,8436.0,14048.0,19017.0,25351.0,29215.0,38148.0,40769.0,45279.0,48669.0,52002.0,61021.0,66067.0,70504.0,78441.0,84524.0,96261.0,109539.0,121168.0,133135.0,138195.0,148906.0,152595.0,156441.0,82344.0
1198,2878,DALTON Gary,,V1H,1199,IE,156456.0,7988.0,11534.0,19035.0,24925.0,32112.0,35268.0,45186.0,48565.0,53855.0,57032.0,59705.0,67995.0,74028.0,78525.0,85534.0,92678.0,104249.0,115975.0,122840.0,131544.0,136717.0,147147.0,150163.0,156456.0,82359.0
1199,2501,PARENT Mike,Association Grégory LEMARCHAL,SEH,1200,FR,156511.0,7358.0,10872.0,18404.0,24556.0,31276.0,34906.0,44864.0,48131.0,53185.0,56157.0,59513.0,68121.0,74566.0,79608.0,85655.0,92668.0,104941.0,117525.0,124093.0,132595.0,137766.0,148276.0,151216.0,156511.0,82414.0
1200,2699,FARTHING Christian,PROFILLAUFER KW,V1H,1201,DE,156541.0,7665.0,11169.0,17658.0,23047.0,28973.0,32153.0,43789.0,47723.0,53080.0,56819.0,59606.0,66828.0,72948.0,77324.0,83444.0,89749.0,102605.0,114937.0,121753.0,130581.0,135727.0,146744.0,150159.0,156541.0,82444.0
1201,4455,WARMINGTON Gary,,V2H,1202,GB,156543.0,7279.0,10629.0,17193.0,22967.0,30766.0,34900.0,45842.0,49264.0,54523.0,57456.0,60997.0,68746.0,75422.0,80343.0,87121.0,94778.0,105565.0,114940.0,121743.0,130434.0,135716.0,146741.0,150151.0,156543.0,82446.0
1202,2706,MOST Joel,CCA ROUFFACH,V1H,1203,FR,156565.0,7959.0,11694.0,19344.0,25170.0,31758.0,35486.0,45798.0,49283.0,54432.0,57347.0,60451.0,68935.0,74876.0,79247.0,85484.0,93115.0,105314.0,118437.0,125139.0,132264.0,138197.0,147833.0,151195.0,156565.0,82468.0
